seed,scenario,lane,folds,trades,total_net,mean_net,hit_rate,trade_tstat,max_drawdown,average_duration,selection_rate,baseline_trade_tstat,baseline_total_net,trade_tstat_delta,total_net_delta,beats_baseline_tstat
3141433057,regime_switching,catboost_quantile,2,2034,429.22429709577256,0.21102472816901305,0.63913470993117,6.020582366081016,27.542762576219275,3.2502458210422813,0.22122265532271973,6.604670515336949,372.9290102532906,-0.5840881492559324,56.29528684248197,False
3141433057,regime_switching,lightgbm_barrier,2,1157,274.4071869527271,0.23717129382258176,0.651685393258427,5.517850368586738,31.132397661989017,3.2860847018150388,0.1255520660821913,6.604670515336949,372.9290102532906,-1.0868201467502105,-98.52182330056348,False
3141433057,regime_switching,lightgbm_huber,2,1453,411.5854236051257,0.283265948799123,0.6634549208534067,6.805150973249258,32.211372144263066,2.9263592567102545,0.15803465065481856,6.604670515336949,372.9290102532906,0.20048045791230962,38.65641335183511,True
3141433057,regime_switching,lightgbm_point,2,1957,455.41160477895573,0.23270904689778013,0.6494634644864589,6.670147004601531,34.14407309397899,3.1563617782319877,0.2126346141422396,6.604670515336949,372.9290102532906,0.06547648926458205,82.48259452566515,True
3141433057,regime_switching,lightgbm_quantile,2,1429,398.8537835129473,0.27911391428477766,0.6606018194541637,6.749763281260431,30.306586282695775,3.0699790062981105,0.1554283916539787,6.604670515336949,372.9290102532906,0.14509276592348197,25.924773259656718,True
3141433057,regime_switching,rolling_z,2,1232,372.9290102532906,0.3027021187120865,0.663961038961039,6.604670515336949,29.72467416835414,2.929383116883117,0.13373717398782625,6.604670515336949,372.9290102532906,0.0,0.0,False
3141433057,stationary_ou,catboost_barrier,2,1089,358.01376085261757,0.32875460133390044,0.6951331496786042,8.887058950137616,10.310576617051424,3.7860422405876952,0.12053523464774799,11.367774795073462,820.8458739612031,-2.4807158449358457,-462.83211310858553,False
3141433057,stationary_ou,catboost_huber,2,2245,751.1461594014158,0.33458626253960616,0.6828507795100223,11.52032785933598,14.790085062195075,3.021380846325167,0.24901017481844595,11.367774795073462,820.8458739612031,0.15255306426251813,-69.69971455978725,True
3141433057,stationary_ou,catboost_point,2,1605,518.5941401752627,0.32311161381636305,0.685981308411215,9.507666977214738,20.113026102717384,3.074766355140187,0.17941765752491462,11.367774795073462,820.8458739612031,-1.860107817858724,-302.25173378594036,False
3141433057,stationary_ou,catboost_quantile,2,1361,558.5752994332822,0.4104153559392228,0.7090374724467303,11.187060044007698,9.705356465306153,3.032329169728141,0.1513412743670845,11.367774795073462,820.8458739612031,-0.1807147510657643,-262.27057452792087,False
3141433057,stationary_ou,lightgbm_barrier,2,1709,605.1031997839841,0.35406857798945823,0.6939730836746636,11.364978143466347,16.964594790050967,3.3838502047981276,0.18919666396298435,11.367774795073462,820.8458739612031,-0.0027966516071149528,-215.742674177219,False
3141433057,stationary_ou,lightgbm_huber,2,2473,793.1522266138795,0.32072471759558413,0.6825717751718561,11.68602529774891,22.333738510258854,3.0533764658309743,0.27394928293386134,11.367774795073462,820.8458739612031,0.31825050267544874,-27.693647347323576,True
3141433057,stationary_ou,lightgbm_point,2,1796,541.7456879999592,0.30164013808460977,0.678173719376392,9.323124011367273,19.219176726203585,3.087416481069042,0.20034153174819624,11.367774795073462,820.8458739612031,-2.0446507837061887,-279.10018596124394,False
3141433057,stationary_ou,lightgbm_quantile,2,1143,515.3143522936443,0.45084370279408953,0.7217847769028871,11.68977040785394,13.464133792026587,3.164479440069991,0.1261961432975243,11.367774795073462,820.8458739612031,0.32199561278047817,-305.53152166755876,True
3141433057,stationary_ou,rolling_z,2,2721,820.8458739612031,0.3016706629772889,0.6773245130466741,11.367774795073462,16.095052053330747,3.063947078280044,0.3017935213159967,11.367774795073462,820.8458739612031,0.0,0.0,False
1328178339,regime_switching,catboost_barrier,2,2882,502.8938606390199,0.17449474692540595,0.6245662734212353,5.932012747565738,71.73891151828656,3.553435114503817,0.3034738385815174,5.80647998905123,496.4054468853109,0.12553275851450785,6.48841375370904,True
1328178339,regime_switching,catboost_huber,2,2628,543.2178226590413,0.20670388990070065,0.6396499238964992,6.624956879506947,49.740755185932755,3.3729071537290714,0.2767940612149722,5.80647998905123,496.4054468853109,0.8184768904557176,46.81237577373042,True
1328178339,regime_switching,catboost_point,2,2445,497.1391300498761,0.2033288875459616,0.6355828220858896,6.209408582616604,56.83378897997333,3.474437627811861,0.2568977578360744,5.80647998905123,496.4054468853109,0.4029285935653739,0.7336831645652069,True
1328178339,regime_switching,catboost_quantile,2,2690,461.938914567337,0.17172450355663085,0.6263940520446096,5.618162987795014,73.61065238844628,3.4973977695167284,0.2835526021580482,5.80647998905123,496.4054468853109,-0.1883170012562161,-34.46653231797387,False
1328178339,regime_switching,lightgbm_barrier,2,2729,496.2194657186834,0.1818319771779712,0.628068889703188,6.046001241961101,56.83378897997333,3.546353975815317,0.28716452189245534,5.80647998905123,496.4054468853109,0.23952125290987158,-0.18598116662747088,True
1328178339,regime_switching,lightgbm_huber,2,2786,508.96173181542866,0.18268547444918473,0.6302943287867911,6.070150706248846,56.83378897997333,3.512562814070352,0.29326601943677233,5.80647998905123,496.4054468853109,0.26367071719761626,12.556284930117783,True
